zip_cd,year_month,x_axis,y_axis,sex,age,job_majorc,job_smallc,job_public,job_profession,job_self,job_none,job_other,avg_income,med_income,avg_spend,avg_foreign_spend,avg_debt,avg_debt_credit,avg_debt_noneb,avg_debt_mortgage,avg_debt_deposit,avg_debt_collateral,avg_credit_rat,medium_resid_rat,large_resid_rat,vehicle_own_rat
63059,201902,126.41823472196998,33.467606856061,2,59,0.0,0.125,0.0,0.0,0.25,0.625,0.0,33375000,31500000,4909045,7424,163101021,7317484,69617484,125292279,0,159442279,2,-999999.0,-999999.0,0.125
63349,201902,126.79059048011999,33.532487427711,2,49,0.125,0.25,0.0,0.0,0.125,0.5,0.0,40286000,39000000,6525994,946047,210149051,29355434,219981645,253367110,0,285867110,5,-999999.0,-999999.0,0.0
63349,201902,126.79059048011999,33.532487427711,1,59,0.1,0.3,0.0,0.1,0.4,0.0,0.1,49285000,42000000,4235704,57694,81445112,16650394,18474093,69188943,0,81083740,4,-999999.0,-999999.0,0.272727
63349,201902,126.79059048011999,33.532487427711,1,64,0.125,0.0,0.0,0.0,0.125,0.75,0.0,47400000,44000000,4373572,229031,219492780,5841164,9195110,104523007,0,104523007,3,-999999.0,-999999.0,0.0
63349,201902,126.79059048011999,33.532487427711,2,59,0.0,0.076923,0.0,0.0,0.230769,0.538462,0.153846,29833000,30500000,7426063,908974,66487328,20511855,15743449,76074141,0,88407635,4,-999999.0,-999999.0,0.153846
63349,201902,126.79059048011999,33.532487427711,2,64,0.0,0.25,0.0,0.0,0.25,0.5,0.0,31975000,26300000,6647406,7700,298238847,20736288,160196262,377075000,0,342062270,4,-999999.0,-999999.0,0.25
63306,201902,126.55473830398,33.501844580531,2,39,0.0,0.0,0.11111099999999999,0.333333,0.0,0.555556,0.0,36500000,30000000,3044107,23805,97041796,14836530,9673391,423407269,0,212931429,3,-999999.0,-999999.0,0.11111099999999999
63306,201902,126.55473830398,33.501844580531,1,54,0.272727,0.090909,0.0,0.0,0.090909,0.363636,0.181818,122013000,81500000,40519672,2350224,532322180,46076720,41981748,153717846,0,745638768,4,-999999.0,-999999.0,0.363636
63306,201902,126.55473830398,33.501844580531,1,59,0.0,0.208333,0.083333,0.041667,0.333333,0.25,0.083333,74173000,61000000,13051459,192604,377390907,37619465,101867631,230112834,600000,520175988,3,-999999.0,-999999.0,0.083333
63306,201902,126.55473830398,33.501844580531,2,44,0.125,0.125,0.0,0.0,0.0,0.625,0.125,42556000,42000000,6788577,29534,331912301,38144959,219667714,380462210,0,385346657,3,-999999.0,-999999.0,0.0
63306,201902,126.55473830398,33.501844580531,1,29,0.0,0.11111099999999999,0.0,0.0,0.0,0.8888889999999999,0.0,29000000,29500000,3285378,280028,102005940,4862115,86574743,132600000,0,132600000,4,-999999.0,-999999.0,0.0
63306,201902,126.55473830398,33.501844580531,2,64,0.125,0.125,0.0,0.0,0.125,0.5,0.125,43286000,43000000,10244666,353336,185158707,7183675,98365965,178554270,0,239694601,3,-999999.0,-999999.0,0.0
63306,201902,126.55473830398,33.501844580531,1,69,0.0,0.2,0.0,0.0,0.2,0.6,0.0,54059000,41950000,7007616,0,695865052,10000000,88925000,56975262,0,692965052,3,-999999.0,-999999.0,0.0
63306,201902,126.55473830398,33.501844580531,2,54,0.0,0.125,0.0,0.125,0.25,0.375,0.125,76140000,49000000,7906507,499108,84219182,6608922,48966356,58959538,53700000,61913235,4,-999999.0,-999999.0,0.0
63306,201902,126.55473830398,33.501844580531,1,24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24000000,24000000,2743960,36670,0,0,0,0,0,0,4,-999999.0,-999999.0,0.0
63306,201902,126.55473830398,33.501844580531,1,64,0.0,0.0,0.14285699999999998,0.14285699999999998,0.571429,0.0,0.14285699999999998,86410000,69000000,29093704,376094,282371318,23228775,26629385,0,0,777427627,3,-999999.0,-999999.0,0.125
63306,201902,126.55473830398,33.501844580531,1,39,0.125,0.25,0.0,0.0,0.125,0.5,0.0,42125000,41000000,6663018,41910,57561835,15814417,67571931,90000000,0,70528336,3,-999999.0,-999999.0,0.22222199999999998
63306,201902,126.55473830398,33.501844580531,2,49,0.1,0.2,0.1,0.0,0.2,0.3,0.1,33171000,34000000,10576242,79400,239188427,28975427,18713942,290426000,0,420426000,4,-999999.0,-999999.0,0.2
63306,201902,126.55473830398,33.501844580531,2,59,0.0,0.11111099999999999,0.0,0.0,0.388889,0.44444399999999995,0.055555999999999994,37714000,34000000,5179649,1295056,117144338,19305291,64779013,199621963,0,180167071,3,-999999.0,-999999.0,0.052632000000000005
63307,201902,126.54674761706,33.508162168235,1,59,0.125,0.125,0.0,0.0,0.5,0.25,0.0,38707000,36000000,3917930,0,35834420,12338467,46705076,70000000,0,41413164,4,-999999.0,-999999.0,0.0
63307,201902,126.54674761706,33.508162168235,2,44,0.125,0.0,0.0,0.0,0.25,0.5,0.125,40404000,33000000,9789208,52154,117578288,8096815,5567210,159066000,10312420,159066000,3,-999999.0,-999999.0,0.0
63307,201902,126.54674761706,33.508162168235,1,49,0.0,0.0,0.375,0.0,0.25,0.25,0.125,40382000,45445000,14038668,0,115323394,39361890,20798000,265865264,0,265865264,5,-999999.0,-999999.0,0.0
63307,201902,126.54674761706,33.508162168235,2,24,0.0,0.0,0.0,0.090909,0.0,0.818182,0.090909,21333000,22000000,2984862,5116,0,0,0,0,0,0,4,-999999.0,-999999.0,0.0
63307,201902,126.54674761706,33.508162168235,2,34,0.125,0.375,0.0,0.0,0.0,0.375,0.125,24455000,23845000,4755640,222261,64615057,31155388,49184736,148250000,10600000,70578063,5,-999999.0,-999999.0,0.25
63242,201902,126.5338691625,33.45357974375,1,64,0.11111099999999999,0.0,0.11111099999999999,0.0,0.555556,0.22222199999999998,0.0,51429000,40000000,3633694,0,488247278,21054547,249483723,586875836,240000000,1251142446,4,-999999.0,-999999.0,0.1
63242,201902,126.5338691625,33.45357974375,1,69,0.0,0.14285699999999998,0.0,0.14285699999999998,0.428571,0.28571399999999997,0.0,32333000,32000000,3848369,0,33059688,13195933,28560000,44830323,0,31948962,3,-999999.0,-999999.0,0.0
63307,201902,126.54674761706,33.508162168235,1,39,0.076923,0.538462,0.076923,0.0,0.076923,0.230769,0.0,43182000,44500000,6535017,47595,48579593,24000421,29656584,79616688,3700000,63077792,4,-999999.0,-999999.0,0.076923
63307,201902,126.54674761706,33.508162168235,1,54,0.153846,0.230769,0.0,0.0,0.230769,0.384615,0.0,51545000,47000000,5584960,56082,30067623,26361281,25425726,16152838,0,16152838,4,-999999.0,-999999.0,0.153846
63307,201902,126.54674761706,33.508162168235,2,39,0.0,0.28571399999999997,0.0,0.0,0.0,0.714286,0.0,29852000,30500000,7789150,7545,68378549,15878549,81164451,210000000,0,210000000,4,-999999.0,-999999.0,0.125
63307,201902,126.54674761706,33.508162168235,2,49,0.06666699999999999,0.266667,0.06666699999999999,0.0,0.13333299999999998,0.333333,0.13333299999999998,40326000,38000000,7664330,9704,190101177,37851310,60384562,170965116,0,211393834,3,-999999.0,-999999.0,0.0
63307,201902,126.54674761706,33.508162168235,1,24,0.0,0.090909,0.0,0.0,0.0,0.909091,0.0,23333000,23000000,2522223,8112,7019821,7019821,13786932,0,0,0,4,-999999.0,-999999.0,0.0
63307,201902,126.54674761706,33.508162168235,1,44,0.0,0.125,0.25,0.0,0.375,0.125,0.125,36707000,35460000,10097152,45294,309659422,34568534,369810293,1087000000,0,869476406,4,-999999.0,-999999.0,0.0
63242,201902,126.5338691625,33.45357974375,1,59,0.0,0.0,0.14285699999999998,0.0,0.14285699999999998,0.714286,0.0,49918000,55000000,3842652,0,414490073,39490073,48981053,0,0,750000000,5,-999999.0,-999999.0,0.125
63275,201902,126.54025940528999,33.505111603694,1,29,0.07142899999999999,0.214286,0.07142899999999999,0.023809999999999998,0.0,0.6190479999999999,0.0,30965000,29500000,4033311,62011,52627618,50136789,15380494,184344366,0,94485116,4,1.0,0.22222199999999998,0.045455
63275,201902,126.54025940528999,33.505111603694,1,44,0.06,0.22,0.04,0.02,0.2,0.36,0.1,46477000,43000000,6739077,93511,151188913,16249141,62921690,102893433,6000000,255242361,4,0.7,0.3,0.098039
63275,201902,126.54025940528999,33.505111603694,1,24,0.0,0.045455,0.0,0.0,0.0,0.9393940000000001,0.015152,23385000,23000000,1838097,126071,6175392,9602737,4705504,0,0,0,4,1.0,0.5,0.0
63275,201902,126.54025940528999,33.505111603694,1,54,0.0625,0.296875,0.046875,0.0,0.3125,0.234375,0.046875,49694000,42000000,7375289,42011,62215511,22187078,50831079,115136708,5732916,109002921,4,1.0,0.461538,0.044775999999999996
63275,201902,126.54025940528999,33.505111603694,1,59,0.0,0.177778,0.06666699999999999,0.022222,0.177778,0.466667,0.088889,51786000,41000000,6534423,-1816,131970089,39802659,142062159,149038103,1277413,233004028,4,1.0,0.0,0.042553
63275,201902,126.54025940528999,33.505111603694,1,49,0.058824,0.25,0.073529,0.029412,0.220588,0.338235,0.029412,46433000,38525000,6544504,82926,84982359,32877608,44307340,131613923,4153404,114627863,4,0.8125,0.375,0.08
63275,201902,126.54025940528999,33.505111603694,2,99,0.0,0.0,0.0,0.0,0.1,0.9,0.0,16000000,16000000,477735,0,0,0,0,0,0,0,4,0.5,0.5,0.0
63275,201902,126.54025940528999,33.505111603694,2,29,0.078947,0.157895,0.0,0.026316000000000003,0.026316000000000003,0.578947,0.131579,23918000,24000000,3853792,74077,26593117,9306703,30083343,120000000,0,215760790,4,1.0,0.2,0.0
63275,201902,126.54025940528999,33.505111603694,2,34,0.048780000000000004,0.365854,0.024390000000000002,0.048780000000000004,0.048780000000000004,0.341463,0.121951,31580000,31000000,5022908,103241,20936530,12938094,22050938,100000000,0,50951106,3,0.8888889999999999,0.333333,0.024390000000000002
63275,201902,126.54025940528999,33.505111603694,2,44,0.016666999999999998,0.15,0.033333,0.083333,0.1,0.55,0.06666699999999999,34488000,32000000,5092120,25826,39615689,12168157,26754456,72994128,24776511,56327246,4,0.875,0.375,0.047619
63275,201902,126.54025940528999,33.505111603694,2,54,0.028169,0.21126799999999998,0.042254,0.042254,0.12676099999999998,0.450704,0.098592,33949000,29500000,5576021,49397,66747080,16522718,31406428,87062134,4661110,121726033,3,0.8888889999999999,0.388889,0.027397
63275,201902,126.54025940528999,33.505111603694,1,39,0.056603999999999995,0.301887,0.056603999999999995,0.037736,0.037736,0.396226,0.11320799999999999,40658000,37000000,4659147,794,76302034,23674663,37932528,89316703,80787582,90837680,4,0.75,0.25,0.090909
63275,201902,126.54025940528999,33.505111603694,2,49,0.041096,0.232877,0.027397,0.0,0.164384,0.465753,0.068493,32475000,32000000,6329152,44220,89847941,18064656,21923287,57453701,42850000,105306994,3,0.75,0.375,0.039474
63275,201902,126.54025940528999,33.505111603694,2,64,0.026316000000000003,0.026316000000000003,0.0,0.0,0.28947399999999995,0.631579,0.026316000000000003,29125000,26000000,3009522,15423,25800078,13364200,11777181,46208950,20000000,46889774,3,1.0,0.0,0.0
63275,201902,126.54025940528999,33.505111603694,2,59,0.0,0.097561,0.024390000000000002,0.024390000000000002,0.195122,0.634146,0.024390000000000002,30167000,29000000,4199026,13730,157061079,34407797,98440878,141620321,15000000,207622396,4,0.9,0.2,0.0
63275,201902,126.54025940528999,33.505111603694,1,64,0.033333,0.13333299999999998,0.06666699999999999,0.0,0.3,0.43333299999999997,0.033333,37768000,28500000,5167358,22900,208863682,37750375,134696614,236732877,0,318323475,4,0.875,0.375,0.0
63275,201902,126.54025940528999,33.505111603694,1,74,0.0,0.052632000000000005,0.0,0.0,0.263158,0.684211,0.0,29780000,29000000,2037827,0,235568705,25866667,150041606,152952038,10000000,312276186,3,1.0,0.5,0.0
63275,201902,126.54025940528999,33.505111603694,2,69,0.0,0.0625,0.0,0.0,0.40625,0.53125,0.0,25000000,25500000,2915600,0,28767605,11741670,9635839,56873326,0,65498661,3,0.8,0.6,0.025641000000000004
63275,201902,126.54025940528999,33.505111603694,1,69,0.0,0.1,0.0,0.0,0.45,0.45,0.0,41525000,33000000,5685251,187426,171580914,23605768,253019558,192067068,3000000,211567989,3,0.75,0.0,0.0
63275,201902,126.54025940528999,33.505111603694,1,34,0.076923,0.11538499999999999,0.038462,0.076923,0.038462,0.5,0.153846,34136000,34000000,4898440,4105,35476354,17974850,23404106,57981671,3500000,65289589,4,0.714286,0.428571,0.14285699999999998
63275,201902,126.54025940528999,33.505111603694,2,39,0.043477999999999996,0.304348,0.021738999999999998,0.108696,0.043477999999999996,0.36956500000000003,0.108696,35992000,31000000,6057461,34311,55654771,19263104,16838668,251178572,0,96197329,4,0.8,0.4,0.0
63275,201902,126.54025940528999,33.505111603694,2,74,0.0,0.043477999999999996,0.0,0.0,0.043477999999999996,0.913043,0.0,29400000,25000000,1189523,0,93583424,3701647,3701647,71786468,9000000,164429175,3,1.0,0.0,0.0
63275,201902,126.54025940528999,33.505111603694,2,79,0.0,0.0,0.0,0.0,0.307692,0.692308,0.0,26667000,27000000,2294022,0,22698652,9772415,22517468,23061021,35262521,23061021,4,0.75,0.0,0.0
63275,201902,126.54025940528999,33.505111603694,1,79,0.0625,0.0,0.0,0.0625,0.125,0.75,0.0,35000000,37500000,1153360,0,100809250,1618500,1618500,200000000,0,200000000,3,1.0,0.0,0.0
63275,201902,126.54025940528999,33.505111603694,2,24,0.0,0.084746,0.016949000000000002,0.033898000000000005,0.016949000000000002,0.813559,0.033898000000000005,22441000,22000000,2671121,68101,44176128,9083875,8587985,142235000,0,142235000,4,0.8,0.4,0.0
63313,201902,126.59531585097,33.486649969805,2,49,0.050633,0.075949,0.075949,0.037975,0.177215,0.544304,0.037975,33984000,30000000,5933507,77772,87261270,20708960,26915593,180603701,2000000,170997018,4,-999999.0,-999999.0,0.088608
63313,201902,126.59531585097,33.486649969805,2,69,0.0,0.16,0.0,0.0,0.48,0.32,0.04,24000000,23500000,3634859,2770,71648158,22598773,64752874,170004172,2000000,104767911,3,-999999.0,-999999.0,0.04
63313,201902,126.59531585097,33.486649969805,2,24,0.0,0.11428599999999998,0.0,0.028571,0.028571,0.742857,0.085714,22083000,21000000,1938134,104582,31315474,15223210,15223210,0,0,63500000,4,-999999.0,-999999.0,0.024390000000000002
63313,201902,126.59531585097,33.486649969805,1,54,0.025641000000000004,0.21794899999999998,0.038462,0.0,0.41025600000000007,0.29487199999999997,0.012821,45747000,41000000,5835543,29872,91990766,25914878,21215661,99283096,10636725,118869964,4,-999999.0,-999999.0,0.048780000000000004
63313,201902,126.59531585097,33.486649969805,1,79,0.0,0.0,0.0,0.0,0.684211,0.315789,0.0,25648000,27000000,1505204,0,52414685,30874765,0,5000000,0,34643592,3,-999999.0,-999999.0,0.0
63313,201902,126.59531585097,33.486649969805,2,44,0.05714299999999999,0.2,0.05714299999999999,0.028571,0.085714,0.514286,0.05714299999999999,31455000,31000000,4650161,2629,88982934,30987398,67853583,210790131,1400000,248377101,3,-999999.0,-999999.0,0.027027
63313,201902,126.59531585097,33.486649969805,2,79,0.0,0.0,0.0,0.041667,0.125,0.833333,0.0,21750000,21500000,467204,0,43250000,5000000,0,0,0,160000000,4,-999999.0,-999999.0,0.0
63313,201902,126.59531585097,33.486649969805,2,59,0.0,0.108696,0.0,0.0,0.282609,0.565217,0.043477999999999996,31701000,29000000,3272730,0,123853737,29814977,110883359,167806473,5000000,179735008,3,-999999.0,-999999.0,0.041667
63313,201902,126.59531585097,33.486649969805,1,74,0.0,0.090909,0.0,0.0,0.454545,0.454545,0.0,29508000,29000000,2541397,53512,70789101,20656979,16153430,28691154,0,94733280,3,-999999.0,-999999.0,0.083333
63313,201902,126.59531585097,33.486649969805,1,44,0.075,0.275,0.075,0.025,0.125,0.325,0.1,43870000,42000000,7225241,32967,100596668,43289758,65091660,120136812,0,136959645,4,-999999.0,-999999.0,0.139535
63313,201902,126.59531585097,33.486649969805,1,59,0.0,0.10638299999999999,0.042553,0.0,0.48936199999999996,0.340426,0.021277,41021000,39000000,5279393,3484,173316352,35062739,15739996,103598306,8000000,209527232,4,-999999.0,-999999.0,0.037037
63313,201902,126.59531585097,33.486649969805,2,29,0.03125,0.34375,0.0,0.09375,0.0625,0.4375,0.03125,25429000,25000000,5032702,151431,26531301,8198598,12004507,77493473,3000000,60910272,3,-999999.0,-999999.0,0.030302999999999997
63313,201902,126.59531585097,33.486649969805,2,34,0.048780000000000004,0.341463,0.024390000000000002,0.073171,0.024390000000000002,0.390244,0.097561,30881000,30000000,5311298,26712,51921627,13510502,12013145,139592508,600000,51935860,3,-999999.0,-999999.0,0.073171
63313,201902,126.59531585097,33.486649969805,1,39,0.013158000000000001,0.342105,0.078947,0.052632000000000005,0.157895,0.28947399999999995,0.065789,39034000,37000000,6936421,90989,65854797,25614138,27798372,131681880,15343677,101083927,4,-999999.0,-999999.0,0.064935
63313,201902,126.59531585097,33.486649969805,2,39,0.046875,0.1875,0.0625,0.125,0.03125,0.40625,0.140625,32492000,33000000,6652006,71207,54141869,22444606,22102559,148590778,3700000,104394060,4,-999999.0,-999999.0,0.092308
63313,201902,126.59531585097,33.486649969805,1,49,0.032787000000000004,0.196721,0.081967,0.0,0.327869,0.360656,0.0,41514000,40000000,5359947,15980,127434245,25158387,59330556,91275256,24040000,191414343,4,-999999.0,-999999.0,0.044775999999999996
63313,201902,126.59531585097,33.486649969805,2,99,0.0,0.0,0.0,0.0,0.368421,0.578947,0.052632000000000005,21545000,23000000,56153,0,6281718,6281718,0,0,0,0,4,-999999.0,-999999.0,0.0
63313,201902,126.59531585097,33.486649969805,2,64,0.0,0.225,0.0,0.0,0.275,0.45,0.05,25170000,23865000,2669879,33100,77560286,23713749,30324554,112926649,19732685,95347746,3,-999999.0,-999999.0,0.020408000000000003
63313,201902,126.59531585097,33.486649969805,1,69,0.0,0.08823500000000001,0.0,0.0,0.558824,0.323529,0.029412,27870000,26000000,2075253,0,127069247,28086179,7232415,124947667,0,275075633,4,-999999.0,-999999.0,0.0
63313,201902,126.59531585097,33.486649969805,1,29,0.048780000000000004,0.243902,0.073171,0.024390000000000002,0.048780000000000004,0.5365850000000001,0.024390000000000002,29299000,29500000,4181331,51300,17786244,18420893,20277909,30000000,0,16414876,4,-999999.0,-999999.0,0.121951
63313,201902,126.59531585097,33.486649969805,1,64,0.0,0.14285699999999998,0.023809999999999998,0.023809999999999998,0.666667,0.119048,0.023809999999999998,34564000,32000000,5268895,2066,72056495,20483208,19371822,59214950,10480000,84700995,3,-999999.0,-999999.0,0.11111099999999999
63313,201902,126.59531585097,33.486649969805,1,99,0.0,0.0,0.0,0.0,0.5217390000000001,0.478261,0.0,23168000,24000000,351421,0,167020992,19437992,0,0,0,276766000,4,-999999.0,-999999.0,0.0
63313,201902,126.59531585097,33.486649969805,2,74,0.0,0.0,0.0,0.0,0.28571399999999997,0.714286,0.0,22000000,21000000,1911820,0,40641306,15024676,9518818,15000000,42000000,31681114,4,-999999.0,-999999.0,0.0
63313,201902,126.59531585097,33.486649969805,1,34,0.068182,0.363636,0.0,0.045455,0.0,0.5,0.022727,34388000,33000000,5254053,77952,44157089,23093303,9654497,103340428,15600000,52991612,4,-999999.0,-999999.0,0.088889
63313,201902,126.59531585097,33.486649969805,1,24,0.0,0.018182,0.0,0.018182,0.0,0.963636,0.0,21667000,21500000,1625569,27307,4848540,4347810,5103747,0,5850000,0,4,-999999.0,-999999.0,0.0
63313,201902,126.59531585097,33.486649969805,2,54,0.0,0.186047,0.0,0.0,0.16279100000000002,0.511628,0.139535,30336000,28000000,6920199,63166,66212800,19827558,41998535,121485052,17373085,114429482,3,-999999.0,-999999.0,0.041667
63224,201902,126.53770541001002,33.495873731526,2,79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19500000,19500000,570702,0,48000000,0,0,48000000,0,48000000,3,1.0,0.0,0.0
63224,201902,126.53770541001002,33.495873731526,2,49,0.044775999999999996,0.223881,0.029851,0.014925,0.134328,0.477612,0.074627,33613000,32000000,6640718,27790,111749265,19687529,50459763,147205431,6000000,201760340,3,0.8,0.0,0.057971
63224,201902,126.53770541001002,33.495873731526,1,54,0.034483,0.155172,0.086207,0.0,0.396552,0.293103,0.034483,42356000,40000000,4027369,24186,99694794,31831548,99120219,221882379,34779710,166811036,3,0.0,0.0,0.06557400000000001
63224,201902,126.53770541001002,33.495873731526,1,39,0.033898000000000005,0.27118600000000004,0.016949000000000002,0.050847,0.152542,0.40678000000000003,0.067797,38283000,38500000,6288590,71333,53420521,25788084,42848121,82224215,15349913,93124708,4,0.666667,0.0,0.048387
63224,201902,126.53770541001002,33.495873731526,1,24,0.013699000000000001,0.068493,0.068493,0.0,0.0,0.8493149999999999,0.0,25412000,27000000,2027705,38611,6011518,6011518,3136762,0,0,0,4,0.333333,0.0,0.0
63224,201902,126.53770541001002,33.495873731526,1,74,0.0,0.125,0.0,0.0,0.0,0.875,0.0,24625000,23500000,5043299,0,83023896,0,59793896,78230000,0,83023896,3,1.0,0.0,0.0
63224,201902,126.53770541001002,33.495873731526,2,59,0.0,0.116667,0.083333,0.016666999999999998,0.216667,0.516667,0.05,33468000,30000000,4172906,8670,59102042,23129810,16682077,79526658,9787342,81595526,3,0.333333,0.0,0.016128999999999998
63224,201902,126.53770541001002,33.495873731526,2,54,0.014706,0.132353,0.014706,0.029412,0.17647100000000002,0.558824,0.073529,30654000,29500000,4857751,6085,55119871,22564288,47364463,65423402,33717277,58555236,3,0.666667,0.0,0.014493
63224,201902,126.53770541001002,33.495873731526,2,39,0.05,0.266667,0.016666999999999998,0.05,0.13333299999999998,0.31666700000000003,0.166667,30984000,31000000,6338913,156279,33824607,14752550,18652096,79959573,8395722,68223607,4,1.0,0.0,0.06666699999999999
63224,201902,126.53770541001002,33.495873731526,2,34,0.051724,0.258621,0.017241,0.051724,0.068966,0.465517,0.086207,29975000,29000000,7007936,289115,20329385,20193914,14407846,60000000,0,24485152,3,1.0,0.0,0.034483
63224,201902,126.53770541001002,33.495873731526,2,24,0.0,0.07142899999999999,0.0,0.042857,0.0,0.857143,0.028571,21286000,21000000,2175937,131051,8439784,5122404,7521109,0,0,7892698,4,0.428571,0.0,0.0
63224,201902,126.53770541001002,33.495873731526,1,49,0.038462,0.307692,0.153846,0.019231,0.173077,0.269231,0.038462,50074000,45500000,7078138,4791,89625440,44440456,52597243,90155312,1600000,83786948,4,0.666667,0.0,0.037037
63224,201902,126.53770541001002,33.495873731526,2,44,0.0,0.153846,0.076923,0.076923,0.173077,0.42307700000000004,0.09615399999999999,34885000,34000000,5454104,74033,47495225,30960765,32080004,79330458,18081200,78831186,3,0.0,0.0,0.018868
63224,201902,126.53770541001002,33.495873731526,1,44,0.023809999999999998,0.23809499999999997,0.14285699999999998,0.0,0.119048,0.428571,0.047619,43090000,42000000,7389441,7000,56226033,18784526,26111319,62719308,11575973,63537571,3,0.0,0.0,0.023256
63224,201902,126.53770541001002,33.495873731526,2,74,0.0,0.22222199999999998,0.0,0.0,0.0,0.777778,0.0,18600000,17000000,772731,0,212992445,3000000,0,0,0,209992445,4,0.0,0.0,0.0
63224,201902,126.53770541001002,33.495873731526,2,64,0.025,0.1,0.05,0.0,0.2,0.625,0.0,27445000,27000000,3291599,6448,121108481,22752057,116688727,245783333,1100000,234590996,3,0.2,0.0,0.0
63224,201902,126.53770541001002,33.495873731526,2,29,0.018868,0.245283,0.018868,0.018868,0.0,0.660377,0.037736,25230000,25500000,4328295,71317,55324532,12298830,10441886,0,0,303558546,3,-999999.0,-999999.0,0.0
63224,201902,126.53770541001002,33.495873731526,1,64,0.035713999999999996,0.178571,0.14285699999999998,0.0,0.321429,0.28571399999999997,0.035713999999999996,37339000,31500000,3677110,71648,64100635,9416468,67397981,300000000,3000000,143022768,3,0.5,0.0,0.034483
63224,201902,126.53770541001002,33.495873731526,1,69,0.0,0.052632000000000005,0.0,0.0,0.21052600000000002,0.684211,0.052632000000000005,28579000,29000000,2386285,0,15302955,13623964,17193515,11396126,0,14739009,3,1.0,0.0,0.047619
